,Score,TeamName
113,0.538230695167654,Portland St
114,0.5379847887641057,Southern Univ
115,0.5378636532736831,Louisiana Tech
116,0.5378032249926131,Villanova
117,0.5376330368539594,Penn St
118,0.5374564457882186,Hampton
119,0.5373016185760179,Delaware
120,0.5371835997216131,Rider
121,0.537062804984493,Virginia
122,0.5369414536821853,Texas Tech
123,0.5364772706629215,Grambling
124,0.5363286983236888,Lehigh
125,0.5362995543355371,NC State
126,0.5359503030268647,UNC Asheville
127,0.5356631950561059,George Mason
128,0.5355234486288672,Drake
129,0.5354797622239399,ETSU
130,0.5353719809710263,Ark Little Rock
131,0.5352254921923427,Indiana
132,0.5350868985997321,North Dakota
133,0.5350564426886126,San Francisco
134,0.5348314833421537,SC Upstate
135,0.5345352741755586,St Louis
136,0.5343443102873809,Portland
137,0.5342392336420706,Rice
138,0.5321718659372238,Mississippi St
139,0.5315388845411231,Providence
140,0.5310321591808166,W Michigan
141,0.5309804928466838,Northeastern
142,0.5309521896473924,Niagara
143,0.5309274709357698,Marist
144,0.5306753580901092,Mercer
145,0.5305362958615728,Coppin St
146,0.5303816628696627,Boston College
147,0.5298157449834942,Quinnipiac
148,0.5293387833548294,Evansville
149,0.5291858401246454,Seattle
150,0.52918175453524,Old Dominion
151,0.5287672854473473,Dayton
152,0.5284619819421357,Missouri
153,0.528398650164338,Air Force
154,0.5277133367113774,Colorado St
155,0.527542077564766,Hawaii
156,0.5266333924980624,Kennesaw
157,0.5258383715917123,UTEP
158,0.5257421581443253,Liberty
159,0.52565760449323,Duquesne
160,0.5255090635025966,St Mary's CA
161,0.5254910821082297,San Diego
162,0.5252615152350112,Tulsa
163,0.5251908059330985,Southern Utah
164,0.525022479997316,Oakland
165,0.5247639734569386,Vanderbilt
166,0.524441994523601,Longwood
167,0.5242271445002582,UAB
168,0.5237347442568309,Richmond
169,0.5237116377357357,Montana St
170,0.5236685182343295,Illinois
171,0.5236045211773106,Washington St
172,0.5235887391553421,Missouri St
173,0.5235497140907189,Florida Intl
174,0.523341137601161,American Univ
175,0.5230905788606441,Charlotte
176,0.5229516989984435,CS Northridge
177,0.522779030308051,Florida
178,0.5225863993959202,Austin Peay
179,0.5223809921096725,California
180,0.5223186136377675,E Illinois
181,0.5219747267860143,Georgia St
182,0.5216317762733267,N Illinois
183,0.5213323267112934,Ga Southern
184,0.5208114517802286,Bowling Green
185,0.5203907558216937,Rhode Island
186,0.5199483596434885,E Washington
187,0.5197825019414687,Oklahoma St
188,0.5192196098130136,McNeese St
189,0.5191944319467795,Cal Poly
190,0.5191283055412942,La Salle
191,0.5189225012651633,Loyola MD
192,0.518892453677901,San Diego St
193,0.518724567135644,MS Valley St
194,0.5177549416991609,St Joseph's PA
195,0.5174907741745728,St Peter's
196,0.517410997278789,Kansas
197,0.5173677397480084,Michigan St
198,0.517159001981046,UT Arlington
199,0.5170680139006335,G Washington
200,0.5166599745732462,Howard
201,0.5159612568418485,Troy
202,0.5159335057541232,Miami OH
203,0.515253230674108,Gardner Webb
204,0.5151092497409023,Valparaiso
205,0.5150356085913096,Oral Roberts
206,0.5149060509957073,UTRGV
207,0.51486292218782,Boise St
208,0.5145682419975673,North Texas
209,0.5143912393153908,St Bonaventure
210,0.5140009875214576,SIUE
211,0.5139917482147895,Murray St
212,0.5135247010142258,Creighton
213,0.512881875146219,Loy Marymount
214,0.5125998429934463,Lipscomb
215,0.5122886291168586,TX Southern
216,0.5121777976190696,Texas St
217,0.5118414043979385,Montana
218,0.5117419077440192,Hofstra
219,0.5107469955849127,Jacksonville St
220,0.5105396403368184,Prairie View
221,0.5103474920565743,Youngstown St
222,0.5100380925077637,Army
223,0.509006637931341,Campbell
224,0.5085372439062372,Northern Arizona
225,0.5080972215502012,Idaho St
226,0.5074524554872704,Weber St
227,0.5071269872143283,Appalachian St
228,0.5063957928325163,Lamar
229,0.5054317043805785,UNC Wilmington
230,0.5049034989139156,Stony Brook
231,0.5044990326146714,High Point
232,0.5039881671058093,Fairfield
233,0.5035248680169954,Furman
234,0.5027139938150431,Col Charleston
235,0.5027023626088034,Maine
236,0.5024608392763015,St Francis PA
237,0.5022579899238937,Southern Miss
238,0.5021834669469667,Auburn
239,0.5018701940377173,Alabama St
240,0.5018288868344591,E Kentucky
241,0.5013968784475694,Boston Univ
242,0.5013393629768291,Wagner
243,0.501171016874577,Indiana St
244,0.5011428176396582,Nevada
245,0.5009767748662918,Pepperdine
246,0.5009584158848037,FL Atlantic
247,0.5006409563209406,IL Chicago
248,0.5001902672164563,East Carolina
249,0.49984492937682434,Detroit
250,0.49966690908432787,Tennessee Tech
251,0.4994585460533431,SMU
252,0.4990211149420289,Colgate
253,0.4983091524052338,Pacific
254,0.49769307299306337,Radford
255,0.4974999813487403,Canisius
256,0.49661991804593464,Lafayette
257,0.4958155208182635,F Dickinson
258,0.4956354119032941,William & Mary
259,0.4953941373504709,Cleveland St
260,0.4953038283632391,Kent
261,0.4948159526530333,ULM
262,0.494707100144516,Harvard
263,0.49423945199693964,Bryant
264,0.4940340632183518,Wyoming
265,0.4936812764657596,Tennessee St
266,0.4935084862852697,SF Austin
267,0.49149275310402624,New Mexico St
268,0.49108583227615865,Duke
269,0.4910126342684746,Jacksonville
270,0.4907264518697505,Binghamton
271,0.4906413294698138,Presbyterian
272,0.48994213045258345,South Dakota
273,0.4898590813894278,Marshall
274,0.48877045479918363,San Jose St
275,0.48839622881412126,Charleston So
276,0.4883825130533289,Colorado
277,0.4880198779133095,E Michigan
278,0.487857778926968,Utah Valley
279,0.48783425904435623,Georgetown
280,0.48754807356775626,Jackson St
281,0.4875076274438482,Mt St Mary's
282,0.48750182401580644,SE Missouri St
283,0.4874986245340439,UNC Greensboro
284,0.4865641321817113,W Illinois
285,0.48646785868194886,Washington
286,0.48633969977860736,Holy Cross
287,0.486222723841956,SE Louisiana
288,0.4859787042639152,Sacred Heart
289,0.4856145017095086,LIU Brooklyn
290,0.4850973395706364,Monmouth NJ
291,0.48499867720004214,Bucknell
292,0.48497681584352575,Alcorn St
293,0.4832823740557323,Robert Morris
294,0.48323734475108004,PFW
295,0.48313158004883294,UMBC
296,0.48136477853152965,Northwestern LA
297,0.4810835941792034,Missouri KC
298,0.48105998494652286,Xavier
299,0.47997264376500604,UT San Antonio
300,0.47956196519534455,North Florida
301,0.4793013884641377,UC Davis
302,0.4777855047264852,Nicholls St
303,0.4767682223912139,Sam Houston St
304,0.4762677272870611,Chicago St
305,0.47618857307641593,N Dakota St
306,0.4754355859335958,Louisiana
307,0.47531357540483743,IUPUI
308,0.4746890750522564,NJIT
309,0.47432564582378506,South Alabama
310,0.4735478885253242,Central Conn
311,0.4726391476225576,Alabama A&M
312,0.47250506053366287,Coastal Car
313,0.4712177198307863,TAM C. Christi
314,0.46902320331490305,Morehead St
315,0.46857268061685375,NC A&T
316,0.46723372163834853,Wofford
317,0.4649006750327522,Delaware St
318,0.46442033977485975,Vermont
319,0.4636632284210612,MD E Shore
320,0.4633769600590322,Norfolk St
321,0.4602559378902521,Bethune-Cookman
322,0.4602284330411222,S Carolina St
323,0.45976883379682015,Brown
324,0.45968649753793206,Cent Arkansas
325,0.45872098791573285,CS Bakersfield
326,0.45849887746555434,Princeton
327,0.4576778645636627,Houston Chr
328,0.45742879870649283,New Hampshire
329,0.4526432108387537,Yale
330,0.45113829430960384,NC Central
331,0.4511335377472913,Cornell
332,0.4483650339215556,SUNY Albany
333,0.4478287457824665,Morgan St
334,0.44747620916197134,Ark Pine Bluff
335,0.4439202849648311,Penn
336,0.44138265026397666,Dartmouth
337,0.4398789437411668,Florida A&M
338,0.4388470873092803,Columbia
339,0.41295674964861295,N Kentucky
340,0.40813572684879623,New Orleans
341,0.3442563479726559,NE Omaha
342,0.3181049159458386,Abilene Chr
343,0.3110965608703439,Grand Canyon
344,0.30800302316783673,Incarnate Word
345,0.30193934550399504,MA Lowell
346,0.14790950211166773,Cal Baptist
347,0.1465509017486051,North Alabama
348,0.08726260932165529,Merrimack
349,0.06833674345264981,Tarleton St
350,0.06820053258012626,UC San Diego
351,0.057498689191805494,Bellarmine
352,0.04050100064901991,Utah Tech
353,0.032049171868923594,St Thomas MN
354,0.007083496431073584,Southern Indiana
355,0.00690147364248614,Stonehill
356,0.005510153307980953,Queens NC
357,0.004491094606544462,East Texas A&M
358,0.0034401687705012947,Lindenwood
359,0.0,Le Moyne
360,0.0,Mercyhurst
361,0.0,West Georgia
