,Score,TeamName
108,0.5576712254377927,St Joseph's PA
109,0.5571918615228408,Utah
110,0.5570008573247414,Iowa
111,0.5568487451604583,Oklahoma St
112,0.556790927800785,Fresno St
113,0.5561509156495119,Northern Iowa
114,0.5561269517635515,Wake Forest
115,0.5560751339195289,Notre Dame
116,0.5559905909006411,Austin Peay
117,0.5558995942398628,Drexel
118,0.5558925711307912,Dayton
119,0.555805836660948,Morgan St
120,0.5553022993438275,Temple
121,0.555181867714139,Houston
122,0.5551144276290899,Towson
123,0.5546591976928434,San Francisco
124,0.5545139483754143,Butler
125,0.5544387877366644,Southern Univ
126,0.5541839942795074,Ball St
127,0.5541453310564645,Texas Tech
128,0.5537204723117477,Arizona
129,0.5537202214833085,IL Chicago
130,0.5536308115574882,MTSU
131,0.5534905861595114,Marist
132,0.5520721081936841,Rice
133,0.5520249972604382,La Salle
134,0.5518953098415951,Iona
135,0.5515852888809347,Georgia Tech
136,0.5512953413259247,UAB
137,0.550987563966749,Northwestern
138,0.5509265117205928,Drake
139,0.5508757220079985,Oregon St
140,0.5508097898488802,Michigan
141,0.5506450980714231,SMU
142,0.550516100366051,Minnesota
143,0.5498460104640455,Providence
144,0.549650558919905,American Univ
145,0.5493527714607356,San Diego
146,0.5491905944242435,Wichita St
147,0.5487819462326291,New Mexico
148,0.5486109392424392,Georgia St
149,0.5481687343334798,Alcorn St
150,0.5481004082956292,Illinois St
151,0.5480523693649122,San Diego St
152,0.5479369149011237,South Carolina
153,0.5479124883204639,Tulsa
154,0.5473002208055116,Georgetown
155,0.5470780010793388,Tennessee Tech
156,0.5470054014636426,Manhattan
157,0.5469392392436695,Niagara
158,0.5461225576992061,Old Dominion
159,0.5460690128833456,Louisiana
160,0.5454009997095076,Louisiana Tech
161,0.5452777620563792,Missouri
162,0.5451966403436442,Georgia
163,0.5448522381228886,Bowling Green
164,0.5445463892450223,Auburn
165,0.5442315353640013,Troy
166,0.5442147098957595,Boston Univ
167,0.544164640414114,CS Northridge
168,0.5435355740401213,F Dickinson
169,0.543363210743695,C Michigan
170,0.543354274394196,Vermont
171,0.5432352860519271,S Illinois
172,0.5430911002362032,Wyoming
173,0.5429443230548291,Penn
174,0.5415373525385506,E Kentucky
175,0.5410689294208597,UNC Wilmington
176,0.5407788124454521,Miami FL
177,0.5401279829543262,Oklahoma
178,0.5395450304341233,Bethune-Cookman
179,0.5394982930996896,LSU
180,0.5390137307235363,Rider
181,0.5390060292676402,Mercer
182,0.5388969114573716,Ohio
183,0.538806438474012,Murray St
184,0.5387187098303866,Delaware St
185,0.538469560875615,Wright St
186,0.5384553651360848,Liberty
187,0.5377875582439454,Mt St Mary's
188,0.5377651323547422,CS Fullerton
189,0.5374421760089637,Weber St
190,0.5374035346603351,Florida Intl
191,0.5369866407215255,St Peter's
192,0.5367364262804816,Bucknell
193,0.536730200283984,Tennessee St
194,0.5363990896528028,NC A&T
195,0.5354924913634799,Pepperdine
196,0.5353513883570997,SUNY Albany
197,0.5352178698988529,Fordham
198,0.5351997083538654,Holy Cross
199,0.535105168832779,WI Green Bay
200,0.5350943349155985,South Florida
201,0.5343704895964716,G Washington
202,0.5335397003938848,Virginia
203,0.5328375832421604,Davidson
204,0.5325797533917802,Missouri St
205,0.5323851079710472,Hawaii
206,0.5321957079398766,Evansville
207,0.5320526624111052,Howard
208,0.5318715388914572,Samford
209,0.5316886320344841,UCF
210,0.530809043090285,South Alabama
211,0.5307615810576636,Pacific
212,0.5307030983731492,UT Arlington
213,0.5305747814879646,Lafayette
214,0.5304623857359696,Wofford
215,0.5303612693416773,St John's
216,0.5299654342778404,Colorado St
217,0.5294225115852875,Valparaiso
218,0.5293850353930668,Cal Poly
219,0.5293725873531606,Baylor
220,0.5284349457512901,Northeastern
221,0.5281887931297441,San Jose St
222,0.5278325148943639,Coppin St
223,0.5273898623332929,Duquesne
224,0.5266369010893047,Columbia
225,0.5265016174259471,Northwestern LA
226,0.5264418127206187,Elon
227,0.5255319666176285,Navy
228,0.5243055045779774,Air Force
229,0.5239359997100214,Binghamton
230,0.5237606520855557,Jacksonville St
231,0.5235711695647988,Lipscomb
232,0.5231031468437433,Portland
233,0.5229491791356691,Northern Arizona
234,0.5226989542058009,Youngstown St
235,0.5217919984381074,Colorado
236,0.5216893240505631,UC Riverside
237,0.521606588811356,Chattanooga
238,0.5214563535930653,Radford
239,0.5207631448622182,PFW
240,0.5204568959876553,Colgate
241,0.5203338156327554,TN Martin
242,0.5203228180323309,St Bonaventure
243,0.5199202538395745,Army
244,0.5196888350471003,E Michigan
245,0.5194640343233712,Marshall
246,0.5191741903311974,Norfolk St
247,0.5189839662166892,UNC Greensboro
248,0.5187933048773201,Arkansas St
249,0.5181207589613332,Chicago St
250,0.5181117013483487,S Carolina St
251,0.5162744853324406,North Texas
252,0.516028669595241,Harvard
253,0.5140785869815989,Montana
254,0.513562562875795,UC Santa Barbara
255,0.5135536858204396,Quinnipiac
256,0.5126260268238949,Prairie View
257,0.512484711667861,MD E Shore
258,0.512147696082399,W Carolina
259,0.5117104702440465,Yale
260,0.51072162345441,SE Louisiana
261,0.509744803474531,Lamar
262,0.5096345769854885,Cleveland St
263,0.509099993452699,Oakland
264,0.5081773928761034,Alabama St
265,0.5081102896909361,St Francis PA
266,0.5073648005911128,Stony Brook
267,0.5061449362793964,SE Missouri St
268,0.5054549975107385,Wagner
269,0.5054180834384734,UNC Asheville
270,0.5053356332678064,Idaho St
271,0.5048742303436915,Morehead St
272,0.5045913834797177,Campbell
273,0.5045566058043913,IUPUI
274,0.503883143600799,N Illinois
275,0.5035030136912736,Florida A&M
276,0.5024847591371214,Sam Houston St
277,0.5024426033612777,Missouri KC
278,0.5014243495717291,McNeese St
279,0.5000200305215798,Southern Miss
280,0.49994641940830076,Appalachian St
281,0.49915648474988894,East Carolina
282,0.4989039866451977,Stetson
283,0.4985873478323335,VMI
284,0.4984937921306826,High Point
285,0.49837278182538125,W Illinois
286,0.4978298835989564,UT San Antonio
287,0.4977594311094661,Tulane
288,0.49733098645110924,Central Conn
289,0.4964655317958757,Grambling
290,0.49394145279664564,Jacksonville
291,0.4932885424017509,UMBC
292,0.4927765497387961,FL Atlantic
293,0.492118808992185,Nicholls St
294,0.491683209529357,UTRGV
295,0.4909548678344535,E Washington
296,0.49054341598230206,Winthrop
297,0.49041072941276626,Cornell
298,0.4903753089597924,Montana St
299,0.489159118901392,Robert Morris
300,0.48770538252236906,CS Sacramento
301,0.48734062036050735,N Colorado
302,0.4869754463582193,Portland St
303,0.485534351368825,TAM C. Christi
304,0.48499887151842713,Ga Southern
305,0.4836814102218644,ULM
306,0.4828054776507911,Texas St
307,0.47872240689641515,Southern Utah
308,0.476992058422432,Sacred Heart
309,0.47697597357926225,SF Austin
310,0.4707735519554749,Princeton
311,0.4700164361802182,Brown
312,0.4661361062497868,New Hampshire
313,0.4635464950019006,Coastal Car
314,0.4633352053891056,Dartmouth
315,0.46085550319213053,E Illinois
316,0.46083763984093373,Citadel
317,0.45966018464501956,Maine
318,0.4572677864366021,Charleston So
319,0.4527964962223208,LIU Brooklyn
320,0.4445037791687805,Longwood
321,0.43561085123000703,Alabama A&M
322,0.4350445129726115,UC Davis
323,0.42368464233898967,Kennesaw
324,0.4164842590563814,New Orleans
325,0.4114120537241757,North Florida
326,0.40651441218166967,S Dakota St
327,0.39693517026304176,Utah Valley
328,0.376322150084936,NJIT
329,0.36728211362738095,N Dakota St
330,0.35635108031130014,CS Bakersfield
331,0.3443200923536257,FGCU
332,0.33726304746781277,SC Upstate
333,0.32551495116369156,Cent Arkansas
334,0.32366614091237017,Presbyterian
335,0.29378562757147403,NC Central
336,0.2809476097634245,Houston Chr
337,0.2784256313349582,North Dakota
338,0.27427210427193444,Seattle
339,0.26812551181272515,South Dakota
340,0.2662475327409292,Bryant
341,0.264495896368747,SIUE
342,0.15901061131638533,NE Omaha
343,0.13612150122760014,N Kentucky
344,0.0856034621255992,Grand Canyon
345,0.07913444195059494,MA Lowell
346,0.07895870221060527,Abilene Chr
347,0.050459520392117804,Incarnate Word
348,0.0,Lindenwood
349,0.0,Mercyhurst
350,0.0,Le Moyne
351,0.0,East Texas A&M
352,0.0,Stonehill
353,0.0,Southern Indiana
354,0.0,Queens NC
355,0.0,St Thomas MN
356,0.0,Cal Baptist
357,0.0,UC San Diego
358,0.0,Tarleton St
359,0.0,Utah Tech
360,0.0,Bellarmine
361,0.0,Merrimack
362,0.0,North Alabama
363,0.0,West Georgia
